combined_text,label
"Rubber Bobbin Mount, Reliable Rubber Vibration Absorber Easy To Install for Heavy Machinery for Electronic Equipment for Air Compressor(VE20*15 M6*18) Rubber Anti Vibration Mount is suitable for shock absorbing products, automobile industry, heavy machinery, fitness equipment, electronic equipment, instrument, air compressor, diesel generator set, vibration body of motor and other power machinery to protect the normal work of the body and good surrounding environment. Simple structure, economical and suitable, five kinds of fixed installation methods, easy to install, reliable performance, neat and complete, strong optional. Anti vibration and noise reduction effect is obvious.Features:1. Anti-aging, heat resistance, tensile strength, wear resistance.2. Imported production equipment, excellent production technology, strict quality inspection, and good product quality.3. Made of high quality rubber materials, environmentally friendly, non-toxic and safe to use.4. Super shockproof structure design, tear strength ≥14Mpa, tear strength ≥45N/mm, tensile force 400%, rubber hardness tolerance ±3.5. Suitable for shock absorbing products, automobile industry, heavy machinery, fitness equipment, electronic equipment, instrument, air compressor, diesel generator set, vibration body of motor and other power machinery.Specification:Condition: 100% Brand NewItem Name: Anti Vibration Rubber MountMaterial: NR, SBR, NBR, CR, EPDM, SIL, PUQuantity: 4PCS Size: VE20*15 M6*18, VE20*20 M6*18, VE20*25 M6*18, VE20*30 M6*18 (optional) Package List:4 * Anti Vibration Rubber MountNote:1. Please allow slight error due to manual measurement. Thanks for your understanding.2. Monitors are not calibrated same, item color displayed in photos may be showing slightly different from the real object. Please take the real one as standard.",SPECIFIC
"Mystical Shapes - The Calling ? Here is a great framing project for any Native American lover. Makes a great gift!Series #4Collect all styles from your favorite artist's Assembled puzzle measures 20"" x 24"" Set includes 700 puzzle pieces High gloss image on package for referenceMade in the United StatesContains 90% recycled materialsVegetable-based inks100% Biodegradable",SPECIFIC
"The Mom Store Baby Romper Combo of 3 | 100% Cotton | Soft and Comfortable | Kids Bodysuit | Sleep Wear | Snap Buttons | Pink, Yellow and Navy | 18-24 M The cute romper with baby print is made of 100% organic cotton. It has snap buttons throughout including fastened crotch for easy nappy changes. The leg holes are open for baby's comfort. The fabric is soft and smooth and will keep your baby at ease all day!",SPECIFIC
"YETTALAN® Mens Gold Jari with Color Canal Border 100% Cotton Cream Dhoti 4.00 Meters Double Mundu/Vesti (CHOCOLATE BROWN) Yazhi Textiles: - This Kerala Traditional Dhoties are Hand-Woven by Highly Skilled Weavers of Tamil Nadu. The Dhoti size is 4.00 Meters Length and 1.30 Meter Width. This Dhoti is Made with Unbleached Cream Color Natural Fiber and 100% Cotton with Rich Flora Jari Color Canal Border. This Product is Available in Variety of Stunning Color Borders. The Cream Dhoti with Flora Jari and Color Line Border is Suitable for Traditional Festivals, Wedding Ceremony and Party Wear. Yazhi Textiles Quality of Rich Cotton Yarns Gives Rich Look and Comfort to Wear. We Ensure That Our Privileged Customers are Getting Good Quality Home Linen Product. Our Social and Environmental Commitment Only Allows Us to Use Natural Fibers Duly Processed in the Time-Tested Traditional Ways and Natural, Durable Colors Making Our Products Eco-Friendly As Well As Baby-Friendly. Natural Fibers Make the Linen Soft and Cozy. Experience the Quality and Superiority of the Hand-Spun Yarn and Hand Woven Fabrics of Looms & Weaves. This is Really Rich Material and also Good Quality from Yettalan Brand Sold by Yazhi Textiles.",SPECIFIC
"Hokafenle Mountain Moon Mouse Pad with Designs, Custom Premium-Textured & Waterproof Gaming Mouse Pads, Non-Slip Rubber Base Mousepad for Office Computers & Laptop, 9.5x7.9x0.12 Inch Hello, we are Hokafenle! Hokafenle is an independent creator brand. We create new and innovative designs that inspire our customers that help people to be organized in their everyday life. Hokafenle only focuses on high quality items. Hokafenle Personalized Square Mouse Pad - Best value mouse pads with high qualityThis high quality Personalized Custom mouse pads set is a good companion to any type of computer, and can be used for anybody, anywhere and anytime.Why You Choose Hokafenle:ORIGINAL DESIGN & CUSTOM MOUSE MAT-The patterns carefully selected by hand by our chief designer are more attractive.NON-SLIP & ECO-FRIENDLY MATERIAL-While most standard mouse pads are made of various recycled materials, ours is constructed using 100%, high-quality, all-natural rubber. WATERPROOF & WASHABLE DESIGN-Liquid stains can be cleaned with water for continuous use. And it will not fade with repeated cleaning.EXTRA SMOOTH & PRECISE TRACKING-Texture is denser with 230°F and high pressure treatment. Mouse can be quickly moved and accurately positioned on the slick surface.Product Specification:- Size: 9.5×7.9×0.12 inches / 240mm×200mm×3mm- Weight: 60g / 2.1oz- Material: Non-slip Natural Rubber Base",SPECIFIC
"Matt & Nat Mitsuko Bowling Bag, Frappe Bowling bag that can be worn crossbody with adjustable and removable strap.Top zipper closure. Interior: Zipper pocket, smartphone pocket, logo-embossed Vintage patch.100% recycled nylon lining. Dimensions: 13.5” x 9.75” x 4.5” Shoulder Strap: 19” - 23” Handle Drop: 4.5”",SPECIFIC
"ASICS Men's Noosa Tri 13 Running Shoes, Black/Sour Yuzu, 8.5 The NOOSA TRI 13 shoes are built for triathletes, but they're not the only ones who can appreciate this model. With the addition of GUIDESOLE technology, this shoe just got lighter in weight and is now designed for a wide range of runners. The NOOSA TRI 13 shoe's GUIDESOLE technology is built around a philosophy that aims to lessen the overall load placed on lower limbs by implementing a curved sole design. These elements help increase running efficiency by reducing the movement of the ankle. This technology is proven to help runners feel fresher longer, creating a smoother and more comfortable ride. The NOOSA TRI 13 shoe has FLYTEFOAM technology in the midsole, which gives the runner a lightweight feel and more cushioning for longer runs. Following a more sustainable design approach, this shoe also uses fewer resources to color the sockliner. Additionally, the AHARPLUS outsole is designed to improve durability and extend the life of the shoe. Now even lighter in weight, this triathlon shoe is functional for a variety of running workouts, including tempo runs, long training runs, and racing.",VAGUE
"BRIGHTAIL Eco-Friendly Disposable Wooden Stirrer Sticks, 4.5 Inches (Pack of 250) These Coffee Stirrer Sticks are 100% natural and bio-degradable right from its raw-material to its decomposition.",SPECIFIC
"BOGS Men's Foundation Leather Low Composite Toe Waterproof Industrial Work Shoe, Brown, 8 D(M) US The Bogs® Foundation Leather Low Comp Toe work shoe provides excellent safety toe protection and an assured feeling of stability and steadiness with every step. Style number: 72235CT. Leather upper. 100% waterproof. Traditional lace-up for a secure fit. Breathable textile lining. Features DuraFresh organic bio-technology that activates to fight unwanted odors for a fresher foot environment. Reinforced heel/toe construction for improved durability. Flex Width insole adapts to foot width. Interior Rebound technology bounces back to return energy to your foot. Asymmetric composite toe is custom built for each size and meets ASTM standards. Seamless heel outsole construction for enhanced durability. BioGrip outsole combines ASTM standard slip and chemical resistance. Composite toe meets ASTM F2412, F2413-2011 I/75 C/75, EH safety standards. Imported. Measurements: Weight: 1 lb 11 oz Product measurements were taken using size 9, width D - Medium. Please note that measurements may vary by size. Weight of footwear is based on a single item, not a pair.",SPECIFIC
"ArtzFolio Downtown Cityscape, Miami, Florida, USA Bulletin Board Notice Pin Board | Vision Soft Board Combo with Thumb Push Pins | Black Frame 23.5 x 16 inch (60 x 41 cms) Pin Board; Black Frame || SIZE: 23.5 x 16 inch (60 x 41 cms): including 0.75 inch wide Black Frame HIGHLIGHTS: Multipurpose fabric-covered cork board, pin board, notice board, soft vision board or bulletin board with an elegant frame Includes a complimentary set of thumb push pins Ideal for use in your living room, kids room, kitchen, and gallery, as well as for hotels, hospitals, schools, restaurants, offices, and reception FEATURES: Premium cork board equipped with self-healing adaptive technology ensures the board regains its shape after usage Framed, light-weight, and durable Use the board in both vertical or horizontal positions No assembly required - Pre-fitted with wall hanging hooks Engineered wood at the back for additional strength Hand-crafted, hand assembled, and made to perfection Protect from direct sunlight, dust, and moisture USAGE: Pin up your notes, reminders & to-do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco-friendly acid-free inks ensuring rich & lively colours NOTE: Product pictures are not measured to scale, meant only for display purpose Product colours may seem varying on different computers or mobile screens due to their varying display resolution",SPECIFIC
"Caspari Floral Easter Eggs Paper Cocktail Napkins, Four Packs of 20 Caspari triple-ply napkins are both striking in design and durable in function. Thoughtfully designed to elevate any occasion, they feature artwork and designs from museums and artist around the world. Each is made of triple-ply tissue and printed in Germany with non-toxic, water-soluble dyes and food-safe ink. They are FSC-certified and made using environmentally-conscious raw materials, which ensures they are both biodegradable and compostable. Our napkins bring eco-friendly style and convenience to your tabletop. 20 napkins per package.",SPECIFIC
"Burt's Bees Baby Toddler & Kids Family Jammies, Cranberry Rugby Stripe, Holiday Matching Pajamas, Organic Cotton, 2T",SPECIFIC
"ALMO Men's Comfortable 24hours Fresh Organic Cotton Trunk (Pack of 3,BlackWineWhite,S) The Almo Wear organic cotton underwear is a sustainable twist on the conventional cotton innerwear. The fabric is softer than regular cotton & has been carefully designed to adapt to your body movements so that you do not require regular adjustments.",SPECIFIC
"Cartoon Wooden Spoons Set House Warming Presents Slotted Spoon Slotted Spoons Bamboo Utensil Sets 5 Pieces Utensil Sets,Great Gift Product Description Our bamboo cooking utensils don't absorb moisture, they are very hard to stain,they'll generally won't pick up the colors of the food,even like tomato sauces. They are perfect for gifts or you can also gift them as an add-on to a bridal shower. It looks super cute on your kitchen and they’re not just for show,you can actually use them as you any other wooden spoon utensil that you have at home. Take it when you visit your old friend,be present to your parents,it’s best choice for gift when celebration. FSC/FDA Approved, 100% biodegradable and recyclable, Eco-Friendly, Food Grade Natural Lacquer For Added Protection, not color stained, lightweight and comfortable handle for stress free cooking! warm tips: Soak them in olive oil and let them dry for about 2 days before used them. The oil keeps them from staining and absorbing sauces and these will last a lot longer if they are oiled before use. CARE INSTRUCTIONS: This product is not suitable for the dishwasher. To clean, simply wash in warm, soapy water and towel dry. Do not allow bamboo products to soak in water.Never place your wooden utensils in the dishwasher. Package included: 1*solid spoon 1*slotted spoon 1*rounded folk 1*slotted spatula 1*corner spoon",SPECIFIC
Scott International Men's Organic Cotton Polo T-Shirt (AW18-SP1-XXL_Red_XX-Large),SPECIFIC
"Organic Muslin Swaddle Blanket Oliver & Rain, Newborn Baby Girl, Bold Pinks 4 Pack 100% Organic Cotton Muslin Swaddles. New and experienced moms never leave home without an organic muslin swaddle blanket for their baby girl. The perfect gift for baby showers, our large 46"" x 46"" 100% organic swaddle blanket is made from soft, lightweight, breathable muslin and there's no telling how many times these organic baby blankets will save the day for mom! It's the newborn baby essential you can't do without. Soft and breathable muslin cotton fabric keeps baby cool and comfortable year-round. These multipurpose muslin blankets are a baby essential, designed and manufactured to be silky soft, lightweight, yet strong for many uses. Made in India, these large, baby swaddle blankets are 100% organic muslin cotton, produced sustainably in a GOTS-certified factory. The oversized square style provides mom with multiple uses like stroller covers, nursing and nursery blankets, tummy time fun, or simply to be used as a classic muslin baby blanket! Our recycled packaging is sized right to minimize waste, and our soft organic cotton fabric maximizes comfort. All of our organic muslin newborn swaddles are baby-friendly and earth-friendly. Our stylish prints include cute baby-friendly animals; amazing soft colors and solid bold colors; and beautiful ornate and simple prints celebrating the Earth and its natural elements. We make baby girl swaddle blankets that are adored by parents and babies. Want to buy more than one? Make it a muslin swaddle blanket set in a two, three, four, or five-pack. Easy care products make moms happy too – all organic baby swaddle blankets are machine washable and they look great wash after wash.",SPECIFIC
Fanmats 18612 University of Kansas Roundel Mat Looking for a unique rug to decorate your home or office with? University of Kansas Roundel Mats by Sports Licensing Solutions are great show stoppers that are practical and display team pride. Made in U.S.A. 100% nylon carpet and non-skid recycled vinyl backing. Machine washable. Officially licensed. Chromojet printed in true team colors.,SPECIFIC
"Omved Hibiscus Brahmi Hair Mask - Ayurvedic Hair Pack Powder with 14 Natural Herbs for Dandruff and Itchy Scalp Treatment, 100 g Omved hibiscus Brahmi hair mask not only restores the volume of dull and lifeless hair but soothes the scalp too. This 100 percent natural and organic nourishing hair packs the goodness of Hibiscus, Pomegranate, Fenugreek, Brahmi, and Amla. Go ahead, indulge in this pack for your hair as it helps stimulate circulation, deeply conditions and restores strength and elasticity from root to tips. You will notice it makes your hair soft and lustrous.Benefits:The healthy hair pack prevents hair fall and clears dandruff too. Contents that promote good hair health:Hibiscus flowers are known to promote hair growth, stop hair fall and delay premature greying.Pomegranate seeds that are anti-oxidant in nature safeguard hair against the sun and harsh environmental elements.Brahmi provides nourishment, softens, gives hair a healthy shine and delays premature greying.Amla that is rich in vitamin c strengthens the hair roots. Fenugreek encourages hair growth and stops hair fall.INGREDIENTS:Hibiscus petals, Amalaki fruit, Yashtimadhu root, Brahmi leaf, Fenugreek, Neem, Bhringraj, Areetha, Kalonji, Pomegranate, Karpoora, Nirgundi, Anantmul, Jatamansi. 100% natural, with no added fillers, no chemicals, preservatives or artificial colours are used.Usage Instructions:Mix with water (normal/oily hair) or yoghurt or Aloe Vera gel (dry hair) into a paste. Part hair into sections and apply them onto the scalp. Massage gently into the scalp. Wrap a towel, moistened with hot water, on your head for deeper conditioning. This will open up pores and enhance penetration to the hair follicle.Leave in for 15 to 30 minutes. Rinse thoroughly. Use twice a week for best results. Follow with a natural Omved shampoo and conditioner.",SPECIFIC
"Waves Flip Flops for Women - 100% Natural Rubber Womens Flip Flops - Beach Summer Casual Thong Sandals Slippers - Ideal for by The Pool Gym Shower Beach - Fuchsia - Size 6 Made of natural Sri Lankan rubber, these stylish women's flip flops fit better, last a lot longer and feel as fab as they look. Plus, they're nontoxic, ethically sourced and 100% eco-friendly. Feel-Good Footwear You Can Feel Good About Did you know that most ladies' flip flops are made from synthetic rubber – processed with hazardous chemicals like styrene and methyl allene? These Flip Flops Are Totally Different Unlike those synthetic sandals, your Waves flip flops for women come in 100% natural rubber, absolutely free of all harmful toxic chemicals. Top to bottom, heel to toe, they're recyclable and eco-friendly. Your Waves Women's Thong Sandals Offer:Nontoxic natural rubber – safer for you and your ecosystemHigher tensile strength (which means they'll resist wear and tear)Amazing custom-fit comfort – with a flexible rubber footbed that literally molds to your feet for that fabulous ""lived in"" feelSoftly textured insole and grippy textured outsole for superior non-slip tractionCushy rubber thong, extra-comfy between your toesTrend-right 2-tone design for flattering standout style Sustainably Harvested and Ethically Manufactured All Waves flip-flop sandals are carefully crafted from a renewable resource – the sap of the rubber tree. Plus, all are expertly made by skilled Sri Lankan craftsmen working for fair and just wages in a clean and safe facility. See and Feel the Difference. Order Your Waves Rubber Flip Flops Now Plus, stock up for all the style-conscious gals on your gift list.",SPECIFIC
"Nestroots masala box for kitchen steel stylish | Masala dani spice rack containers for kitchen storage spice Organizer box with 7 Jars & Printed designer Lid ( Mango Wood Grey , 9 inch) OUR STORY: Nestroots is a dream house of design, aesthetics, and elegance. We are a Home Decor Brand dealing in Decoration, Furniture, Kitchen & Dining, Tableware, Serveware & Barware products. OUR VISION: Nestroots recognizes individuality. We see you. We embrace it. We make home decor accessible and fun. OUR MISSION: Our goal is to create work that is honest and solutions that are captivating and fulfilling. We work with the belief that the journey should be just as exciting as the end result. ABOUT OUR PRODUCTS: Our designs match the best in class International Trends, our range is designed by Specialised Designers & made by Skilled Craftsman & Artisans. The raw materials are carefully picked & treated with food-grade finishes for better durability & safety, the finished products are Quality Checked by a certified & designated department. The products are individually packed ensuring the safety in transit & as per the need for E-Commerce. Our Customer Care Team is very responsive to any queries/concerns. All our products are proudly Made in India & are Sustainable & Environment-Friendly. ALSO KNOWN AS: masala box Dabba for kitchen spice jars container Diwali gift items accessories deepawali gift home kitchen decor gift for family round brass copper plating with rack accessories stainless steel masla powder storage wooden masla box sheesham rectangular fancy unique table top mouth freshner dry fruits set""",SPECIFIC
